Brand,Model,Year,Listing #,Asking Price (PHP),Mileage (km),Transmission,Fuel Type,Color,Location,Source,Listing URL,Notes,Year Posted,Year Listed,Sold Status,Has Issue (T/F),Condition Summary
Nissan,Almera,2024,8,429256,58261,Automatic,Gas,Gray,"Davao City, Davao",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2024-1-1410723353/,"Market-based estimate for 2024 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2024,9,541258,48691,Manual,Gas,Gray,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-almera-for-sale-in-quezon-city/2024-almera-for-sale-aid8197569,"Market-based estimate for 2024 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2024,10,534587,54462,Automatic,Gas,Red,"Makati, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2024-1-1418536215/,"Market-based estimate for 2024 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2025,1,484752,50293,Automatic,Gas,Gray,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2025-1-1431897639/,"Market-based estimate for 2025 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2025,2,532477,48084,Automatic,Gas,Brown,"Pasig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-almera-for-sale-in-quezon-city/2025-almera-for-sale-aid8986449,"Market-based estimate for 2025 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2025,3,453062,63875,Manual,Gas,Silver,"Mandaluyong, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-almera-for-sale-in-quezon-city/2025-almera-for-sale-aid8163485,"Market-based estimate for 2025 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2025,4,438706,57418,Manual,Gas,Black,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-almera-for-sale-in-quezon-city/2025-almera-for-sale-aid8906765,"Market-based estimate for 2025 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2025,5,493228,49759,Manual,Gas,Black,"Las Pinas, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-almera-for-sale-in-quezon-city/2025-almera-for-sale-aid8592785,"Market-based estimate for 2025 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2025,6,488334,58734,Automatic,Gas,Blue,"Mandaluyong, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-almera-for-sale-in-quezon-city/2025-almera-for-sale-aid8212734,"Market-based estimate for 2025 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2025,7,571206,68223,Manual,Gas,White,"Cebu City, Cebu",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2025-1-1404486296/,"Market-based estimate for 2025 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2025,8,454905,63245,Manual,Gas,Brown,Pampanga,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2025-1-1445469569/,"Market-based estimate for 2025 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2025,9,520627,58129,Automatic,Gas,Red,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2025-1-1405066342/,"Market-based estimate for 2025 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2025,10,503801,69557,Automatic,Gas,Red,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-almera-for-sale-in-quezon-city/2025-almera-for-sale-aid8960478,"Market-based estimate for 2025 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2026,1,463456,62920,Manual,Gas,Gray,"Davao City, Davao",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2026-1-1429790495/,"Market-based estimate for 2026 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2026,2,568591,67002,Automatic,Gas,White,"Taguig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2026-1-1444127903/,"Market-based estimate for 2026 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2026,3,443742,52802,Automatic,Gas,Brown,"Makati, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2026-1-1400722298/,"Market-based estimate for 2026 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2026,4,444214,70441,Automatic,Gas,Red,"Pasig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2026-1-1442727499/,"Market-based estimate for 2026 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2026,5,485058,61765,Automatic,Gas,Silver,"Taguig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2026-1-1447325367/,"Market-based estimate for 2026 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2026,6,505449,64594,Manual,Gas,Brown,"Taguig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2026-1-1446080826/,"Market-based estimate for 2026 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2026,7,467092,51433,Automatic,Gas,Gray,"Taguig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2026-1-1426662967/,"Market-based estimate for 2026 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2026,8,543888,71813,Automatic,Gas,Gray,Pampanga,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2026-1-1404370878/,"Market-based estimate for 2026 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2026,9,445433,53368,Manual,Gas,Silver,Cavite,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2026-1-1411265027/,"Market-based estimate for 2026 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Almera,2026,10,455876,60421,Automatic,Gas,Black,"Davao City, Davao",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-almera-2026-1-1421350560/,"Market-based estimate for 2026 Nissan Almera - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2015,1,458407,49610,Manual,Diesel,Silver,"Davao City, Davao",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2015-navara-for-sale-aid8344604,"Market-based estimate for 2015 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2015,2,452351,61056,Automatic,Diesel,Brown,"Mandaluyong, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2015-1-1411103497/,"Market-based estimate for 2015 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2015,3,502763,61714,Manual,Diesel,Silver,"Davao City, Davao",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2015-1-1375185469/,"Market-based estimate for 2015 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2015,4,503809,65934,Automatic,Diesel,Orange,"Pasig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2015-1-1404322524/,"Market-based estimate for 2015 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2015,5,498511,71722,Manual,Diesel,Red,"Paranaque, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2015-1-1354302889/,"Market-based estimate for 2015 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2015,6,459296,66660,Automatic,Diesel,Black,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2015-1-1449529670/,"Market-based estimate for 2015 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2015,7,532575,60103,Manual,Diesel,Orange,"Pasig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2015-1-1448948551/,"Market-based estimate for 2015 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2015,8,507683,66456,Manual,Diesel,Red,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2015-navara-for-sale-aid8683897,"Market-based estimate for 2015 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2015,9,441084,53913,Manual,Diesel,Orange,Pampanga,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2015-1-1401399753/,"Market-based estimate for 2015 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2015,10,532245,56715,Manual,Diesel,Black,"Makati, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2015-1-1362224247/,"Market-based estimate for 2015 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2016,1,452575,60890,Automatic,Diesel,White,Pampanga,Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2016-navara-for-sale-aid8686787,"Market-based estimate for 2016 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2016,2,435228,51438,Manual,Diesel,Red,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2016-navara-for-sale-aid8770770,"Market-based estimate for 2016 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2016,3,491040,65580,Manual,Diesel,White,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2016-1-1442922292/,"Market-based estimate for 2016 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2016,4,538414,50836,Manual,Diesel,Red,"Taguig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2016-navara-for-sale-aid8561589,"Market-based estimate for 2016 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2016,5,513638,50701,Manual,Diesel,White,"Makati, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2016-1-1431302103/,"Market-based estimate for 2016 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2016,6,479488,55405,Automatic,Diesel,Gray,"Las Pinas, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2016-1-1449406325/,"Market-based estimate for 2016 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2016,7,487872,70644,Automatic,Diesel,White,"Cebu City, Cebu",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2016-1-1408971378/,"Market-based estimate for 2016 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2016,8,538004,50422,Manual,Diesel,Silver,"Makati, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2016-navara-for-sale-aid8061718,"Market-based estimate for 2016 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2016,9,541007,51127,Manual,Diesel,White,"Paranaque, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2016-navara-for-sale-aid8428435,"Market-based estimate for 2016 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2016,10,520707,68870,Manual,Diesel,Red,"Pasig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2016-1-1383372259/,"Market-based estimate for 2016 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2017,1,479715,50097,Automatic,Diesel,Silver,"Las Pinas, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2017-1-1444755685/,"Market-based estimate for 2017 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2017,2,486202,52597,Automatic,Diesel,Black,Laguna,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2017-1-1375129406/,"Market-based estimate for 2017 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2017,3,437260,57072,Automatic,Diesel,Blue,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2017-1-1388062111/,"Market-based estimate for 2017 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2017,4,434809,62509,Automatic,Diesel,Silver,"Davao City, Davao",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2017-1-1442795732/,"Market-based estimate for 2017 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2017,5,547935,64385,Manual,Diesel,Gray,"Pasig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2017-navara-for-sale-aid8241281,"Market-based estimate for 2017 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2017,6,503075,49934,Manual,Diesel,Red,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2017-1-1445142559/,"Market-based estimate for 2017 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2017,7,528098,67343,Automatic,Diesel,Red,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2017-navara-for-sale-aid8688873,"Market-based estimate for 2017 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2017,8,568541,64247,Automatic,Diesel,Brown,"Davao City, Davao",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2017-navara-for-sale-aid8073799,"Market-based estimate for 2017 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2017,9,440122,71639,Automatic,Diesel,Orange,"Taguig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2017-1-1372189540/,"Market-based estimate for 2017 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2017,10,489746,49711,Automatic,Diesel,White,"Cebu City, Cebu",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2017-navara-for-sale-aid8458629,"Market-based estimate for 2017 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2018,1,460782,67673,Automatic,Diesel,Blue,"Cebu City, Cebu",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2018-1-1366092316/,"Market-based estimate for 2018 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2018,2,508915,56599,Automatic,Diesel,Black,"Taguig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2018-navara-for-sale-aid8474921,"Market-based estimate for 2018 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2018,3,520514,65117,Automatic,Diesel,Gray,"Paranaque, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2018-1-1430987159/,"Market-based estimate for 2018 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2018,4,534648,50771,Automatic,Diesel,Gray,"Makati, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2018-1-1403464880/,"Market-based estimate for 2018 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2018,5,444634,58391,Manual,Diesel,White,"Pasig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2018-navara-for-sale-aid8986016,"Market-based estimate for 2018 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2018,6,429076,64109,Automatic,Diesel,Blue,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2018-1-1350879556/,"Market-based estimate for 2018 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2018,7,477882,57688,Manual,Diesel,Brown,"Mandaluyong, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2018-navara-for-sale-aid8969817,"Market-based estimate for 2018 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2018,8,529935,53991,Automatic,Diesel,Red,"Cebu City, Cebu",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2018-1-1374891335/,"Market-based estimate for 2018 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2018,9,447960,71029,Manual,Diesel,Gray,"Davao City, Davao",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2018-1-1408533583/,"Market-based estimate for 2018 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2018,10,533631,59090,Automatic,Diesel,Silver,"Pasig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2018-1-1360658929/,"Market-based estimate for 2018 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2019,1,449302,52352,Manual,Diesel,White,Pampanga,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2019-1-1416706877/,"Market-based estimate for 2019 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2019,2,565045,70049,Automatic,Diesel,White,"Taguig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2019-1-1430472029/,"Market-based estimate for 2019 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2019,3,486523,52178,Manual,Diesel,Brown,"Las Pinas, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2019-1-1403579329/,"Market-based estimate for 2019 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2019,4,427470,68379,Automatic,Diesel,Gray,"Las Pinas, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2019-1-1415001185/,"Market-based estimate for 2019 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2019,5,481120,67683,Manual,Diesel,Brown,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2019-1-1436651739/,"Market-based estimate for 2019 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2019,6,506808,65985,Manual,Diesel,Brown,"Paranaque, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2019-1-1376009712/,"Market-based estimate for 2019 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2019,7,562107,51022,Automatic,Diesel,White,Cavite,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2019-1-1387573709/,"Market-based estimate for 2019 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2019,8,502816,57184,Automatic,Diesel,Silver,"Paranaque, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2019-1-1405389113/,"Market-based estimate for 2019 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2019,9,544444,67553,Automatic,Diesel,Silver,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2019-1-1352223231/,"Market-based estimate for 2019 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2019,10,447648,52603,Manual,Diesel,White,"Cebu City, Cebu",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2019-1-1404179244/,"Market-based estimate for 2019 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2020,1,491115,63638,Automatic,Diesel,Silver,"Pasig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2020-1-1351458741/,"Market-based estimate for 2020 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2020,2,470025,67373,Manual,Diesel,Silver,"Paranaque, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2020-1-1362207519/,"Market-based estimate for 2020 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2020,3,518648,50414,Manual,Diesel,Gray,"Taguig, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2020-navara-for-sale-aid8194744,"Market-based estimate for 2020 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2020,4,554596,71141,Automatic,Diesel,Silver,"Paranaque, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2020-navara-for-sale-aid8449686,"Market-based estimate for 2020 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2020,5,553772,56778,Automatic,Diesel,Black,"Mandaluyong, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2020-1-1413214660/,"Market-based estimate for 2020 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2020,6,445034,64054,Manual,Diesel,Red,Cavite,Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2020-navara-for-sale-aid8760224,"Market-based estimate for 2020 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2020,7,525841,55438,Manual,Diesel,Brown,"Las Pinas, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2020-1-1383708515/,"Market-based estimate for 2020 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2020,8,501608,50423,Automatic,Diesel,Brown,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2020-1-1377381403/,"Market-based estimate for 2020 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2020,9,498274,64629,Manual,Diesel,Brown,"Quezon City, Metro Manila",Market estimate - based on Carousell/Philkotse avg,https://www.carousell.ph/p/nissan-navara-2020-1-1407336062/,"Market-based estimate for 2020 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
Nissan,Navara,2020,10,490936,60782,Automatic,Diesel,Black,Bulacan,Market estimate - based on Carousell/Philkotse avg,https://philkotse.com/nissan-navara-for-sale-in-quezon-city/2020-navara-for-sale-aid8150775,"Market-based estimate for 2020 Nissan Navara - avg from online listings PHP 500,000",2024,2024,Available,0,Good condition - market priced based on 0 real listings for this model
